trail,cluster,latitude,longitude
Ridgewood Reservoir,2,40.68629,-73.88956999999999
Riedlbauers Waterfall,2,42.25184,-74.02615
Roaring Brook Falls Upper and Lower Lookout,1,44.150490000000005,-73.76746
Roaring Brook Lookout  Giant Mountain  Giant Washbowl Loop,0,44.1504348,-73.7671852
Roaring Brook Trail to Giant Mountain,0,44.15044,-73.76767
Roaring Brook and Washbowl Loop,0,44.13835,-73.74378
Robert Moses Beach Trail,5,40.62659,-73.24235
Rochester Hollow Trail,4,42.118,-74.4518
Rock City and McCarthy Hill Loop,4,42.2085,-78.7079
Rock Rift Fire Tower Trail,4,42.08291,-75.22131999999999
Rock Trail Pound Ridge,4,41.24821,-73.59469
Rockaway Beach Walk,2,40.5654,-73.87711
Rockefeller Preserve Trail,2,41.11173,-73.83658
Rockland County  Rockhouse Mountain,4,41.24214,-74.10247
Rockland Lake,2,41.1302497,-73.9219379
Rocky Mountain Summit,2,43.7646554,-74.7943532
Rocky Peak Ridge from New Russia,0,44.149840000000005,-73.62682
Rocky Point Mountain Bike Trail Full Loop,4,40.91105,-72.9415
Rocky Point Trail,4,40.91135,-72.94179
Rocky and Lone Mountain Loop,4,41.965720000000005,-74.45248000000001
Rogers Rock,3,43.79698,-73.48234000000001
Roosevelt Farm and Forest Trail,4,41.77138,-73.9287
Rooster Comb Trail,0,44.18549,-73.78692
Rooster Comb and Snow Mountain Loop Trail,0,44.1854045,-73.7868404
Root Glen,4,43.04942,-75.40552
Ross  Whortleberry  and Big Bad Luck Ponds Trail,2,43.772240000000004,-74.12954
Royalton Falls Trail,2,43.186440000000005,-78.57585
Rudl Loop Trail,4,42.96828,-76.39025
Rush Pond Trail,2,43.35889,-73.70685
Rusk Mountain Bushwack,4,42.18425,-74.27221
Sacandaga River Whitewater Route,2,43.300470000000004,-73.88716
Saddleback Mountain Via the Orebed Brook Trail,2,44.18899999999999,-73.81611
Sagamore Hill Nature Trail,2,40.88625,-73.49594
Sailors Haven and Sunken Forest,4,40.64825,-73.13629
Saint Regis Mountain Trail,2,44.431512100000006,-74.3002796
Salmon River Falls Lower Dam Trail,2,43.54905,-75.94368
Sam's Point Overlook to Ice Cave Loop to Verkeerderkill Fall Trail,2,41.67007,-74.36151
Sam's Point and Verkeerderkill Falls Trail,1,41.67009,-74.36113
Sanders Preserve Trail,1,42.89175,-74.01888000000001
Sands Point Preserve Loop Trail,5,40.8615,-73.6981
Sapsucker Woods and Wilson Trail,4,42.479890000000005,-76.45025
Saratoga National Park Battlefield Trail,2,43.013000000000005,-73.64917
Saugerties Lighthouse Trail,2,42.07223,-73.93682
Sawteeth Mountain to Pyramid Peak to Armstrong Mountain,0,44.14976,-73.76774
Sawteeth via the Scenic Route,0,44.14972,-73.76819
Sawyer Mountain Trail,4,43.811088,-74.3216515
Saxon Woods North Loop via White Trail,4,40.985693100000006,-73.7462693
Scarface Mountain,2,44.29818,-74.08329
Schaghticoke Mountain via Appalachian Trail,0,41.67985,-73.51269
Schenectady County Blue Trail,2,42.801590000000004,-74.1542
Schodack Island State Park Trail,2,42.498979999999996,-73.77617
Schoharie Crossing Towpath Trail,2,42.9414,-74.28413
School Mountain Trail  Fahnestock Trail  Route Hill Bypass Trail Loop,4,41.4426781,-73.9154296
School Mountan  Fahnestock  and Round Hill Loop,2,41.44444,-73.91492
Schunemunk Mountain via Dark Hollow and Sweet Clover Loop,2,41.4076,-74.08192
Schunemunk Mountain via Jessup Trail Loop,0,41.40766,-74.08185999999999
Schunemunk Mountain via Western Ridge Trail Loop,0,41.425779999999996,-74.10171
Schunnemunk Long Path Aqua Trail,0,41.36322,-74.10526999999999
Schuyler County  Sugar Hill,0,42.3865275,-77.0027635
Scoby Dam Trail,2,42.48343,-78.70018
Seneca Mill and Cascade Mill Falls,1,42.664229999999996,-77.00247
Seneca Park,2,43.19518,-77.62212
Setauket-Port Jefferson Station Greenway Trail,2,40.93169,-73.05478000000001
Seth Green Trail,2,43.18725,-77.62334
Seven Hills and Reeves Brook Loop,0,41.173809999999996,-74.16846
Severence Mountain,2,43.86249,-73.7559
Seymour Mountain Trail,0,44.1914,-74.26347
Shadmoor State Preserve Trail,5,41.040459999999996,-71.93276999999999
Shaupeneak Ridge Trail,2,41.8375952,-73.99420740000001
Shavertown Trail,2,42.090740000000004,-74.82041
Shelving Rock Mountain Trail,3,43.55554,-73.5985
Shelving Rock and Black Mountain Loop,3,43.541940000000004,-73.57760999999999
Shequaga Falls,1,42.34514,-76.84983000000001
Shindagin Hollow State Forest Trails,2,42.3220031,-76.3325623
Shingle Gully Ice Cave,2,41.71335,-74.38275
Shore Road Greenway  Fort Hamilton to Owl's Head Park,2,40.611509999999996,-74.03683000000001
Shoreline Walking Trail,4,43.1166482,-76.239109
Shu Swamp Preserve Loop Trail,3,40.88002,-73.56358
Siamese Ponds Hike,3,43.59047,-74.09025
Sierra and Freedom Trails,4,41.53770720000001,-73.9470333
Silver Lake Mountain Trail,0,44.5107531,-73.84988309999999
Silver Lake Preserve Trail,2,41.04957,-73.74049000000001
Silver Lake Trail,1,43.25289,-74.34562
Six-Mile Creek Trail,1,42.432642799999996,-76.48419859999998
Skinny Dip Falls Trail,4,42.2527,-79.5778
Skyline Trail,4,42.79118,-76.05824
Skytop,0,43.01292120000001,-76.1183623
Skytop Reservoir and Lily Pond via Whitney Road and Skytop Road,2,41.77864,-74.13569
Slabsides,2,41.799459999999996,-73.97175
Sleeping Beauty Mountain and Lake George Trail,0,43.53154,-73.56562
Sleeping Lion Trail,2,42.79181,-74.87513
Slide Mountain Trail,2,42.008829999999996,-74.42739
Sloan Gorge Loop,4,42.0706085,-74.0688801
Snow Mountain Trail,2,44.16442,-73.77905
Snowmobile  Mud Pond  Trout Pond Loop,2,41.99442,-74.9417
Snowmobile Trail,2,42.71869,-78.74767
Snowy Mountain Trail,2,43.7011,-74.33475
Sound View Dunes Park Forest Trail,5,41.06109,-72.45832
South Beacon Mountain via Casino Trail (Red),2,41.4935995,-73.9597678
South Beacon and Scofield Overlook via Casino Trail,2,41.493320000000004,-73.96018000000001
South Beacon and Sugarloaf Mountains Loop via the Breakneck Ridge and Wilkinson Trails,2,41.44539,-73.9791
South Boquet Mountain via Wildway Lookout Trail,0,44.291940000000004,-73.44369
South County Trailway  Dobbs Ferry to Elmsford,2,41.002340000000004,-73.85557
South End of Lake George Tour,2,43.42083,-73.71068000000001
South Hill Recreation Way,2,42.42926,-76.49141999999999
South Rim Trail (Jacksonville Road to Gorge Road),2,42.53167,-76.61586
South Shore Nature Center,2,40.71779,-73.19288
South Taconic Trail,0,42.11696,-73.5077
South Taconic Trail-North,0,42.11719,-73.50793
Southards Pond Park Loop,3,40.7023,-73.32788000000001
Southaven County Park,2,40.80692,-72.89214
Southcreek Trail (18 Mile Creek ),2,42.706340000000004,-78.89323
Southwest Hunter Mountain via Spruceton Road,4,42.18233,-74.26961
Spanish Loop Trail,4,42.47048,-76.23087
Spectacle Pond Trail,4,43.82227,-73.72684
Split Rock Mountian North Loop,2,44.2338231,-73.3826637
Sprague Brook Park Trail,2,42.586834499999995,-78.62739090000001
Sprain Ridge Mountain Bike Loop,4,40.98557,-73.84926
Spring Run Trail,1,43.08938,-73.77271999999999
Springdale Farm Trail and Creek Trail Loop,2,43.180440000000004,-77.87333000000001
Spruce & Shackham Ponds Trail,2,42.79983,-76.02564
Spruce Bog Trail Loop,2,42.77366,-73.44986
Spruce Pond,2,42.79572,-76.0063
Spruceton Trail,2,42.18464,-74.27204
Star Field Trail,4,42.70221,-74.90924
State Line Trail to 17A on the Appalachian Trail,2,41.18591,-74.33229
Staten Island Greenbelt Trail,2,40.5888363,-74.1387003
Staten Island Greenbelt White Trail,2,40.60729,-74.15711
Sterling Forest Bare Rock Trail,2,41.198679999999996,-74.25718
Sterling Lake Loop Trail,3,41.197790000000005,-74.25604
Sterling Loop Trail,2,41.25295,-74.18321
Sterling Ridge and Shore Loop,4,41.19866,-74.25694
Sterling Valley  Bare Rock  and Sterling Ridge Trails Loop,3,41.22978,-74.26063
Stevenson Trail,1,43.18212,-77.63016
Stewart Lake & Indian Lake,4,43.18026,-74.50423
Stewart Mountain,2,43.67736,-73.84231
Stewart State Forest Bike Trail,2,41.470259999999996,-74.16467
Stewart State Forest Foot Trail,3,41.51293,-74.1579
Stewart's Ledge Trail,3,43.50926,-73.63058000000001
Stid Hill Multiple Use Area Trails,4,42.76554,-77.40615
Stiglmeier Park Trails,2,42.883070000000004,-78.7295
Stillwater Mountain Trail,2,43.87215,-75.02721
Stillwell Woods Loop via Trail View,2,40.8161,-73.47095999999999
Stillwell Woods Trail,2,40.83168,-73.4775
Stissing Mountain Full Loop,2,41.934321999999995,-73.7178326
Stissing Mountain Trail,0,41.96995,-73.68224000000001
Stockbridge Mountain and Lake Nawahunta,2,41.29547,-74.05994
Stone Quarry Hill Art Park,2,42.91113,-75.83407
Stone Valley Trail,1,44.58542,-74.95201999999999
Stony Kill Falls,2,41.73401,-74.29558
Stony Point Trail,2,43.874138200000004,-76.2666607
Storm King Mountain via Storm King Trail,3,41.42295,-74.00067
Storm King Mountain via Storm King Trail,3,41.4231,-74.00146
Storm King Mountain via Storm King Trail,3,41.42295,-74.00067
Storm King Mountain via Storm King Trail,3,41.4231,-74.00146
Street Mountain and Nye Mountain Trail,2,44.18294,-73.96370999999999
Suffern - Bear Mountain from Gate Hill Road,4,41.23016,-74.06097
Suffern-Bear Mountain Trail,4,41.11866,-74.15758000000001
Suffolk Greenbelt Trail,2,40.8458592,-73.1976128
Sugar Creek Glen Falls,1,42.48637,-77.73628000000001
Sugarloaf Hill Trail,2,41.37011,-73.94511
Sugarloaf Mountain Loop via Pecoy Notch and Mink Hollow Trails,2,42.15096,-74.13129
Sunken Meadow Creek Trail,2,40.90951,-73.25842
Sunken Meadow Trail,3,40.90936129999999,-73.24941159999999
Sunset Rock Trail,4,42.11703,-73.50774
Sutherland Pond Trail Loop,0,42.40351,-73.56909
Swallow Hollow Loop,4,43.12562,-78.32534
T Lake Falls Trail,3,43.42685,-74.54175
Table Mountain Trail,4,41.915020299999995,-74.4288969
Table Rock Loop,2,42.45534,-75.07500999999999
Table Rocks Trail,0,41.79659,-74.12434
Table Top Mountain via Van Hoevenberg Trail,2,44.1829,-73.96291
Taconic Crest Trail to White Rock and Snow Hole,4,42.72313,-73.27786
Taconic-Hereford Perimeter Loop,4,41.74088,-73.77279
Tallman Mountain Hudson River Overlook Trail,3,41.0373156,-73.91584399999999
Tanbark Loop,4,42.0850062,-74.3116522
Tanglewood Nature Center - Personius Woods,2,42.11338,-76.88552
Tannery Creek Falls (6 falls),1,42.60396,-77.40687
Target Rock National Wildlife Refuge Loop,2,40.92719,-73.43835
Taughannock Falls via Gorge Trail,1,42.5455,-76.59931
Tawasentha Park Loop,2,42.70146,-73.93271999999999
Teal Trail Loop,2,41.494859999999996,-73.66284
Teatown Lake Trail,3,41.2204054,-73.83728740000001
Teatown Lake Trail,3,41.21158,-73.82712
Teatown Lake Trail,3,41.2204054,-73.83728740000001
Teatown Lake Trail,3,41.21158,-73.82712
Terrel River Trail,2,40.79955,-72.77575
Thayer Hill Loop,4,43.06861,-77.42581
The Basher Kill,3,41.50243,-74.54906
The Bloomingdale Bog Trail,3,44.36337,-74.15111999999999
The Bristol Hills Trail,4,42.6258756,-77.3898411
The Bristol Hills Trail,4,42.7088315,-77.4153328
The Bristol Hills Trail,4,42.6258756,-77.3898411
The Bristol Hills Trail,4,42.7088315,-77.4153328
The County Line Lakes Trail,4,43.20655,-74.39014
The Crossings of Colonie Loop,2,42.715090000000004,-73.79965
The Dix Range to Macomb and Dix Mountain,0,44.11222,-73.70761
The Flume Fall,2,44.36629,-73.84113
The Green-Wood Cemetery,2,40.65769,-73.99457
The IBM Glen Trail,2,42.133590000000005,-76.00268
The Labyrinth Trail,2,41.76815,-74.15531
The Old 'Put' Path Trail,2,41.1867085,-73.801024
The Pinnacle,2,43.55812,-73.68226
The Timp  Bald Mountain and Dunderberg Mountain Loop,0,41.28099,-73.96309000000001
The Trapps,0,41.73563,-74.18666
The Wild Center,2,44.21993,-74.43697
The Wolfjaws via Range Trail and John's Brook Trail,2,44.1855,-73.78643000000001
Thomas Cole Mountain via Black Dome Range Trail,0,42.264018799999995,-74.17678000000001
Thompson Park Trails,2,43.9620865,-75.88711740000001
Thompson Pond Trail,2,41.96763,-73.68179
Thousand Acre Swamp Trail,2,43.1673,-77.45097
Three Sisters Trail,4,42.01181,-78.82722
Tibbetts Brook Park Loop Trail,2,40.93063,-73.87491999999999
Tifft Nature Preserve Trail,2,42.8469136,-78.85726690000001
Tillman Road Wildlife Management Area - Trail,2,42.9658934,-78.6087624
Timp Torne Blue Trail and R-D Red Trail Loop,0,41.288920000000005,-74.02349
Timp Torne Loop Trail,2,41.28091,-73.96296
Timp-Torne Trail and Dunderberg Spiral Railway and Loop,2,41.28111,-73.96282
Tinker Nature Park Loop,2,43.06821,-77.57551
Tirrell Pond Trail,3,43.87454,-74.43056999999999
Tivoli Bays Trail,2,42.057159999999996,-73.90968000000001
Tongue Mountain Range and Northwest Bay Trail,0,43.62945,-73.60844
Tongue Traverse (Six Mountains),0,43.66126,-73.54491
Torne Mount Ivy Trail,4,41.185109999999995,-74.07437
Towpath Trail Loop,3,42.20365,-75.83631
Trapps  Coxing and Millbrook Ridge Trail Loop,2,41.737429999999996,-74.1972
Treadway Mountain Trail,2,43.82835,-73.59004
Triangle  White Bar  and Nurian Trail,0,41.19482,-74.18456
Trillium Trail Loop,2,43.04593,-77.48203000000001
Trout Pond and Mud Pond Loop,3,42.030770000000004,-74.93713000000001
Tryon Park Loop,4,43.1667503,-77.5378239
Turkey Mountain Trail,2,41.2459501,-73.7923551
Turkey Point from Ulster Landing,2,42.00826,-73.94519
Tusten Mountain Trail,4,41.56145,-75.02405
Twin Mountain and Indian Head Mountain via Devil's Path,0,42.13402,-74.10436999999999
Twin Mountain and Jimmy Dolan Notch Overlook via Pecoy Notch and Devil's Path,2,42.151109999999996,-74.13094
Twin Mountain and Sugarloaf Mountain Loop Trail,2,42.151109999999996,-74.13094
Two Rivers Yellow  Red  and Green Trail via Waverly Park,4,42.00894,-76.55343
Uplands Hiking Trail,1,42.78413,-77.31591
Upper and Lower Wolfjaw Trail,2,44.14967,-73.76789000000001
Urbana State Forest Trails,2,42.47764,-77.24074
Ushers Road State Forest Trail,4,42.912459999999996,-73.77229
Utica Marsh Canalway Trail,2,43.11337,-75.2189
Valentine Flats Trail,2,42.4436329,-78.9042377
Valley Stream State Park,3,40.67941,-73.69341
Valley View Loop,4,43.25796,-77.44715
Van Cortlandt Park Trail,2,40.88925,-73.89865999999999
Van Dusen Preserve Loop,2,43.3443,-73.72041999999999
Van Lone Hill Loop Trail,4,42.34949,-76.73721
Vanderbilt Mansion Trail,2,41.79822,-73.94073
Vanderbilt Trail,2,40.740429,-73.7339258
Vassar Farm Loop,2,41.67784,-73.89674000000001
Venus Bath from Winter Clove Inn,1,42.24134,-74.03227
Vernooy Falls Trail,1,41.86412,-74.34631999999999
Vernooykill Falls via Long Path,1,41.88389,-74.36046999999999
Virgil Mountain Trail,2,42.4871,-76.16135
Vischer Ferry Trail,2,42.792970000000004,-73.79596
Vly Mountain and Bearpen Trail,2,42.24122,-74.46511
Vroman's Nose Loop Trail,2,42.59476,-74.35831
Wading River Road Loop,2,40.91383,-72.8779
Walden-Walkill Valley Rail Trail,4,41.60382,-74.18078
Walking Dunes Trail,2,41.01095,-72.03769
Walkway Over the Hudson,3,41.71035,-73.95673000000001
Walkway Over the Hudson Loop,3,41.71184,-73.92626
Walton Woods,3,43.01678,-78.78052
Ward Pound Ridge Green Trail Loop,4,41.248059999999995,-73.59434
Ward Pound Ridge Marsh Loop,4,41.24794,-73.59428
Warren County Bike Trail,2,43.282959999999996,-73.56936
Washington Grove and Cobbs Hill Reservoir Loop,2,43.13978,-77.57162
Watch Hill Trail,2,43.68773,-74.34459
Waterfall Overlook via Riverside and Upland Trail Loop,1,42.04913,-73.94013000000001
Waterfalls of Zoar Valley Trail,2,42.42542,-78.89686
Waterman Conservation Education Center,2,42.08136,-76.16922
Watkins Glen Indian Trail,1,42.37462,-76.87496
Watkins Glen South Rim Trail,2,42.37445,-76.87111999999999
Webster Hojack Trail,4,43.2475,-77.5019
Wellesley Island State Park,3,44.30655,-76.03219
Wells Falls,1,42.433279999999996,-76.48592
Welwyn Preserve County Park Loop,2,40.8836,-73.6419
Wertheim National Wildlife Refuge Trail,3,40.7944646,-72.88102629999999
Wesley Hill Nature Preserve Red Loop,3,42.7242,-77.46781999999999
West Bay Loop,4,43.183859999999996,-77.52911
West Branch Ausable River Falls,1,44.368109999999994,-73.83944
West Branch Sacandaga Gorge,1,43.37215,-74.43098
West Canada Lakes Trail,1,43.645559999999996,-74.68949
West Hill Preserve,3,42.66178,-77.39584
West Hills Park Purple and Orange Loops,4,40.80158,-73.4212
West Kill Mountain to Buck Ridge Lookout,0,42.18199,-74.26947
West Mountain Loop Trail,0,41.304120000000005,-74.01602
West Mountain Shelter Loop,2,41.3040299,-74.0160728
West Mountain Shelter via Doodletown Bridle Path Loop,4,41.29792,-74.02761
West Shore Trail,2,43.11627,-76.2453
Westchester Wilderness Trail,4,41.175714500000005,-73.59960079999999
Western Ridge Trail,2,43.24678,-73.72617
Western Ridge Trail to Overlook,2,43.2206425,-73.7649214
Western Ridge Trail to Overlook,2,43.2206425,-73.7649214
Westmoreland Grand Tour,4,41.18002,-73.68374
Weston Trail to Round Mountain,0,44.14968,-73.76769
Whetstone Gulf Trail,2,43.70277,-75.46441
White Pond Trail,3,41.499390000000005,-73.72896
White Trail to Lower Wolfjaw Mountain,2,44.164970000000004,-73.77933
Whiteface  Lookout and Esther Mountains,0,44.394266200000004,-73.85765079999999
Whiteface Mountain,0,44.36717,-73.90528
Whiteface Mountain Summit Trail,0,44.3933156,-73.8368797
Whiteface Mountain Trail past Lake Placid and Connery Pond,2,44.30144,-73.93469
Whiting Road Nature Preserve Loop,2,43.24685,-77.4688
Whittaker Falls Trail,1,43.73555,-75.44586
Wiccopee Pass,4,41.48021,-73.85895
Wilbur Park,2,42.46182,-75.05585
Wildcat Moutain to Indian Hill,2,41.2291542,-74.1849363
Wildwood State Park Campground,2,40.96456,-72.80205
Wildwood State Park Loop Trail,5,40.96465,-72.80167
Wilkinson  Bypass  Breakneck Ridge  and Notch Loop,3,41.44801,-73.98037
Wilkinson National Recreation Trail,2,43.0120847,-73.64893199999999
Willie Wildlife Marsh Trail,2,43.08299,-74.44265
Willow Pond Pink  Green  and Purple Loop,4,40.85179,-73.22531
Willowbrook Park to Nature Center,4,40.60427,-74.15916999999999
Wilson M Powell Wildlife Preserve Loop,2,42.43111,-73.56558000000001
Wilson Pond Trail,3,43.84298,-74.47726
Windham High Peak via Black Dome Range Trailhead,0,42.28897,-74.11501
Windham High Peak via Elm Ridge Trail,2,42.2967148,-74.16933420000001
Windham Trail,2,42.3126716,-74.19033590000001
Winding Hills Park Loop,2,41.54145,-74.26983
Winn Preserve Loop Trail,4,42.688140000000004,-74.11671
Wiscoy Falls,3,42.50484,-78.08241
Wittenberg and Cornell Mountains Trail,0,42.03635,-74.35801
Wittman Dam Trail,2,42.12765,-75.88372
Wolcott Falls,1,43.22136,-76.81276
Wolf Creek Falls Preserve Trail,1,42.72144,-74.0856
Wolfe Park,4,42.16198,-75.91412
Wolfes Pond Park Trail,2,40.519166,-74.1886997
Woodcock White  Yellow  Red  and Blue Loop,4,42.88647,-73.83122
Woodhull Mountain Trail,2,43.61265,-75.09099
Woods Hollow Nature Preserve Trail,3,43.02414,-73.84613
Wright  Algonquin  Colden Loop,0,44.182857899999995,-73.962788
Wright  Algonquin  Iroquois  Gray  Skylight  Marcy Loop,2,44.182829999999996,-73.96351999999999
Wright Peak via Van Hoevenberg Trail,0,44.18289,-73.96323000000001
Yellow Trail and White Trail Loop,2,41.7045,-73.95172
Yorktown Trailway to Granite Knolls,4,41.328228700000004,-73.8204002
Zim Smith Pedestrian Trail,2,42.9976,-73.83948000000001
Zoo Cascade & Zoo Falls,3,43.20513,-77.62464
