trail,badlands,beach,boardwalk,botanical_garden,bridge,canal/natural,cemetery,cliff,coast,creek,dam,desert/sand,desert_road,driveway,farm,field,field_road,forest,forest_path,golf_course,highway,hot_spring,islet,japanese_garden,lagoon,lake/natural,lawn,marsh,mountain,mountain_path,ocean,orchard,picnic_area,pond,river,sky,swamp,swimming_hole,trench,valley,vineyard,waterfall,watering_hole,young_forest,elevation,length,cluster
Lancaster Heritage Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070407917,0.07641571,0,0.117942749,0,0,0,0,0,0.225000505,0.136555304,0,0,0,0,0,0,0,0,0,0.001821467,0.019339623,3
Layman's Monument and Kaatersjill Falls,0,0,0,0,0,0,0,0,0,0.201686195,0,0,0,0,0,0,0,0.042124287,0,0,0,0,0,0,0,0,0,0,0.13739701,0,0,0,0,0,0,0,0,0,0,0,0,0.679371715,0,0,0.015893767,0.007075472,1
Lenape Ridge and Minisink Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024361726,0,0,0.006902357,0,0,0,0,0,0,0,0.428802129,0,0,0,0.087384527,0.009298295,0.008962264,0
Leon Levy Loop,0,0,0,0,0.085285802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057953448,0.004818074,0.005896226,2
Letchworth Fingerlakes Trail via Portageville,0,0,0,0,0,0,0.093784088,0,0,0,0,0,0,0,0,0,0,0.282219549,0.412103985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065841322,0,0,0,0,0,0,0,0,0,0,0,0.027938951,0.051650943,4
Letchworth Gorge and Hemlock Trail,0,0,0,0,0,0,0,0,0,0.124264719,0.412753976,0,0,0,0,0,0,0,0,0,0,0.098361492,0,0,0,0,0,0,0,0,0,0,0,0,0.037462765,0,0,0,0,0,0,0.210184239,0,0,0.010928801,0.011556604,1
Letchworth State Park Gorge Trail,0,0,0,0,0,0,0,0,0,0.177799515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119166741,0,0,0,0,0,0.138358721,0,0,0,0,0,0,0.285858397,0,0,0.030935558,0.033018868,1
Liberty Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524001863,0,0,0.149000953,0,0,0,0,0,0.147187672,0.028413366,0,0,0,0,0.186688306,0,0,0,0,0.00038192,0.006603774,3
Lime Hollow Center for Environment & Culture Trails,0,0,0,0,0,0,0,0,0,0.155260825,0,0,0,0,0,0,0,0.351518624,0.167397039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195544378,0,0,0,0,0,0,0,0.000998869,0.004009434,4
Lincoln Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014069673,0,0,0,0,0,0,0,0,0,0.066354773,0,0,0.007465089,0,0,0,0,0,0.101094259,0,0,0,0,0,0,0,0,0,0.000954801,0.001886792,2
Lisha Kill Nature Loop,0,0,0,0,0,0,0,0,0,0.168721044,0,0,0,0,0,0,0,0,0.359253754,0,0,0.012572514,0,0,0,0,0,0,0,0,0,0,0,0,0.111486365,0,0,0,0,0.005566439,0,0,0,0,0.004333328,0.005188679,2
Little Rock City Nature Loop Trail,0,0,0,0.164024893,0,0,0.081131982,0,0,0,0,0,0,0,0,0,0,0.065154249,0,0,0,0,0,0.091032864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661016,0.001650943,2
Little Tor Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104924132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249564159,0,0,0,0.122557167,0.005684739,0.004009434,2
Little Woodhull Lake Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255984186,0,0.207188613,0,0,0,0,0,0.15532782,0,0,0.204498212,0,0,0.029689466,0,0,0,0,0.005537847,0.014386792,3
Lockport Canal Falls,0,0,0,0,0.028421103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001527682,0.009433962,2
Lockport Nature Trail,0,0,0,0,0,0,0,0,0,0.309642839,0,0,0,0,0,0.036177354,0,0.274913876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212868906,0,0,0,0,0,0,0.028044894,0.001204518,0.003773585,4
Locust Grove Estate - The Ln Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104961345,0,0.015144386,0,0,0,0,0,0.061818708,0.085479125,0,0,0,0,0,0,0,0.013097339,0,0.002453105,0.003773585,2
Lollypop Farm Trail,0,0,0,0,0.236193216,0,0,0,0,0,0,0,0,0,0,0,0,0.359474109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001674574,0.002122642,4
Long Beach Boardwalk,0,0,0.117737198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279096,0.010141509,2
Long Path  Conger Avenue to Hook Mountain,0,0,0,0.230447465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414583155,0.112210234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035459847,0.024528302,4
Long Path  Dunning  Ramapo-Dunderberg Loop,0.022139115,0,0,0,0,0,0,0,0,0,0,0,0.366032401,0,0,0.045778112,0.036957147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249076407,0,0,0,0,0.00978304,0.012264151,0
Long Path  Suffern - Bear Mountain  and Woodtown Road Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314397385,0,0.027461722,0,0,0,0,0.040769296,0.111446705,0.205483433,0,0,0,0,0,0,0,0,0,0.012529929,0.0125,3
Long Path - Arden Surebridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085915413,0,0,0,0,0,0,0,0.111232835,0.105801198,0.144524866,0,0,0,0.016756771,0,0,0,0,0.008519764,0.008490566,2
Long Path From Mount Pisgah to South Mountain,0.071259265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07128911,0,0,0,0,0,0,0,0,0,0.286929487,0,0,0,0,0,0.056421405,0.030896226,2
Long Path Section 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331693242,0.301498672,0,0,0,0,0,0,0,0,0,0.483783575,0,0,0,0,0.043553623,0.015566038,0
Long Path Through Hike,0,0,0,0,0,0,0,0,0,0.026104736,0,0,0,0,0,0,0,0.227244246,0.155922303,0,0,0,0,0,0,0,0,0,0,0.028747618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Long Path from Nyack to Haverstraw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030728728,0,0,0,0,0,0.041249326,0,0,0,0,0,0,0.00536226,0,0,0,0,0,0,0,0,0,0,0.094068111,0,0,0,0,0.037677924,0.025943396,2
Long Path to Blue Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260401646,0.139657602,0,0,0,0,0,0,0,0,0,0,0,0,0.00284342,0,0,0,0,0,0,0,0,0,0,0,0,0.005199994,0.007311321,4
Long Path to Ramapo-Dunderbuerg  White Bar and RD Loop Trail,0,0,0,0.127307603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452088394,0.245584039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272427894,0.02326777,0.025235849,4
Long Path via Appalachian Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061437633,0,0,0,0,0,0,0,0,0,0,0,0.007879839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079064936,0.014836141,0.011792453,2
Long Point State Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495193897,0.295046136,0,0,0,0,0,0,0,0,0,0,0.004473663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002262144,0.005424528,4
Long Pond Greenbelt Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092153854,0,0.162083889,0,0,0,0,0,0.094067454,0.128298716,0,0.435445705,0,0,0,0,0,0,0,0.000998869,0.008018868,3
Long Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028544807,0.19488294,0,0.103862061,0,0,0,0,0,0,0.262185734,0,0.246552066,0,0,0,0,0,0,0,0.001924292,0.006839623,3
Long Pond and Green Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309421553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118181466,0,0,0,0,0,0,0,0,0,0,0,0.002012427,0.012028302,2
Long Pond via Beaverkill Ridge Trail,0,0,0,0,0,0,0,0,0.291547504,0,0,0,0,0,0,0,0,0,0,0,0,0.170043514,0,0,0.204908107,0,0,0.21235419,0,0,0,0,0,0,0.11249583,0,0,0,0,0,0,0,0,0,0.009915243,0.016981132,3
Loop  Rocky Knob  and Plateau Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593323066,0.07998003,0,0,0,0,0,0,0,0,0,0.138219545,0,0,0,0,0,0,0,0,0,0,0.189378363,0,0,0,0,0.008284736,0.008726415,4
Lost Pond Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187951561,0,0.213890989,0,0,0,0,0,0,0.374340848,0,0.26763297,0.061451915,0,0,0,0,0,0,0.004906209,0.008490566,3
Lost Pond at Manitoga Preserve,0,0,0,0,0,0,0,0,0,0.094587634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011315633,0,0,0,0,0,0.103862943,0.085245613,0,0.414777731,0,0,0,0,0,0,0,0.006360445,0.003301887,3
Lower & Upper Akron Falls,0,0,0,0,0,0,0,0,0,0.430712964,0,0,0,0,0,0,0,0.06545313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03644537,0,0,0,0.37170232,0.025153721,0,0.000954801,0.001886792,1
Lower Falls and Gorge Trail,0,0,0,0,0,0,0,0.049308412,0,0.178285668,0,0,0,0,0,0,0,0,0,0,0,0.22894539,0,0,0,0,0,0,0.119208127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063423628,0,0.011795467,0.007311321,2
Lower Great Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199168856,0,0,0,0,0,0,0,0,0,0,0.224796496,0.157370279,0,0,0,0,0,0,0,0,0,0.181687307,0,0,0,0,0.080717423,0.034669811,0
Lower Upper Wolfjaw  Armstrong  and Gothics Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273470402,0.282946212,0,0,0,0,0,0,0,0,0,0.303895793,0,0,0,0,0.074401046,0.035849057,0
Lucifer Falls via Gorge Trail,0,0,0,0,0,0,0,0,0,0.513685917,0,0,0,0,0,0,0,0.081571326,0,0,0,0,0,0,0,0,0,0,0.115457961,0,0,0,0,0,0,0,0,0,0,0,0,0.52634498,0,0,0.001527682,0.001415094,1
Lucy's Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010560503,0,0,0.076915742,0.077352028,0.282354316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003804515,0.005660377,2
Ludlowville Falls,0,0,0,0,0,0,0,0,0,0.134625013,0,0,0,0,0,0,0,0.004672755,0,0,0,0,0,0.220924129,0,0,0,0,0,0,0,0,0,0,0.076290641,0,0,0,0,0,0,0.608506787,0,0,4.41E-05,0.000235849,1
Lyon Mountain Firetower Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136832848,0,0,0,0,0,0,0,0,0,0,0.117159302,0,0,0,0,0,0,0.481739124,0,0,0,0,0,0,0,0.351736946,0.028232736,0.016745283,2
MacNaughton Mountain via the Indian Pass Trail,0,0,0,0,0,0,0,0,0,0,0.022478692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085626962,0,0,0,0,0,0,0,0,0.123813117,0,0,0.031225998,0,0,0,0,0,0.134791297,0.042877918,0.035613208,2
Macomb  South Dix and Grace Peak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086787723,0,0,0,0,0,0,0,0,0,0,0.196091078,0.497899208,0,0,0,0,0,0,0,0,0,0.647545401,0,0,0,0,0.058977334,0.026650943,0
Macsherry Trail Long Loop,0,0.007013373,0,0,0,0.125801879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029813128,0,0,0.049006113,0,0,0,0,0,0,0.209289276,0,0,0,0,0,0,0,0,0,0.001674574,0.006132075,2
Makamah Loop Trail,0,0,0,0,0,0,0,0,0,0.028500052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015546782,0,0.139990119,0,0,0,0,0,0.107842495,0,0,0.11835572,0,0,0,0,0,0,0,0.003172878,0.005424528,2
Malta Ecological Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126136434,0.196747303,0,0,0,0,0,0,0.033851071,0,0,0,0,0,0,0,0.062034672,0,0,0.291784006,0,0,0,0,0,0,0,0.000132203,0.002358491,2
Mamaroneck Reservoir via Yellow Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016748563,0.036454621,0,0.326832876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002835025,0.006603774,2
Manhattan  Central Park Trail,0,0,0,0,0,0.110389446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066757148,0,0,0,0,0,0,0,0,0.085040701,0,0,0,0,0,0,0,0,0,0.002409037,0.008726415,2
Manorville Hills MTB Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07004421,0,0.267925856,0.572252907,0,0,0,0,0,0,0,0,0,0,0.091415591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011751399,0.027122642,4
Maple Ridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226197116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016883034,0,0,0,0,0,0,0,0,0,0.074983566,0,0,0,0,0.012471172,0.012028302,2
Marcy  Skylight  Redfield and Cliff via Calamity Brook Trail,0,0,0,0,0,0,0,0,0,0.523878808,0,0,0,0,0,0,0,0,0,0,0,0.153629049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059152986,0.100553269,0,0.100959208,0.065566038,1
Marcy Dam Trail,0,0,0,0,0,0,0,0,0,0.141771485,0,0,0,0,0,0,0,0.01904289,0.05086105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03124085,0,0,0,0,0.130384265,0,0,0,0,0.006110728,0.00990566,2
Mashomack Preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270831376,0.153046577,0,0,0,0,0,0,0,0.122405047,0.145382704,0.16779333,0,0,0,0,0,0,0,0,0.005199994,0.021226415,3
Massapequa Lake Trail,0,0,0,0,0,0,0,0.012191878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018739802,0.055717596,0,0,0,0,0,0,0,0,0,0.006591035,0,0,0,0,0.000763841,0.014858491,2
Mattison Hollow Trail,0,0,0,0,0,0,0,0,0,0.342905998,0,0,0,0,0,0,0,0.305495934,0,0,0,0,0,0,0,0,0,0.007293237,0,0,0,0,0,0,0,0,0,0,0,0.017586052,0,0,0.013812237,0,0.017876816,0.012735849,1
McCoord Woods via Crescent Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524896587,0.385627854,0,0,0,0,0,0,0,0,0,0,0.066541972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036917006,0.00625762,0.006132075,4
McKenzie Mountain via Jack Rabbit Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207698155,0.218654153,0,0,0,0,0,0,0,0,0,0.447133357,0,0,0,0,0.030303921,0.014858491,0
Meade & Beckman Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11848961,0.06626524,0,0,0,0,0,0,0,0,0,0.085839633,0,0,0,0,0,0,0,0,0,0,0.329834565,0,0,0,0.482354515,0.008769482,0.004481132,0
Mendon Ponds Park Loop,0,0,0.004020734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135320803,0.255700801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013415043,0,0,0,0,0,0,0,0,0,0,0,0.00312881,0.005424528,2
Michael Ciaiola Conservation Area Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040641593,0,0,0,0,0,0,0,0,0,0,0.021306271,0,0,0,0.056351205,0.019654215,0.012264151,2
Middle Saranac Lake,0,0,0,0,0,0,0,0,0,0,0.042484041,0,0,0,0,0,0,0,0,0,0,0,0.351128719,0,0,0.206586024,0,0,0,0,0,0,0,0,0.235817994,0,0,0,0,0.025324537,0,0,0,0,0.000323163,0.002358491,3
Middle Settlement Lake Trail,0,0,0,0,0,0,0,0,0,0.249133364,0,0,0,0,0,0.097986978,0,0.059306477,0.030232023,0,0,0,0,0,0,0,0,0,0,0.052768973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009974,0.013443396,2
Milfred Forest  Cliff Trail  and Lake Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162177527,0,0.048756063,0,0,0,0,0,0.115589257,0.110775811,0,0.358919239,0,0,0,0,0,0,0,0.003025985,0.00495283,3
Mill Pond Park Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009898369,0.227118449,0,0,0,0,0,0,0,0,0,0,0.042902658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017446767,8.81E-05,0.00259434,2
Millbrook Mountain Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101320346,0,0,0,0.111276553,0,0,0,0,0,0,0,0.031070343,0.170697276,0,0,0,0,0,0,0,0.018883281,0,0.00978304,0.011792453,3
Millbrook Ridge  Coxing and Trapps Trail Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182280713,0.219102522,0,0,0,0,0,0,0,0,0,0.204628218,0,0,0,0,0.007653099,0.011084906,0
Millbrook Ridge Trail,0,0,0,0,0,0,0,0,0,0,0,0,0.049758058,0,0,0,0,0,0.08162063,0,0,0,0,0,0,0,0,0,0.078321882,0.150347924,0,0,0,0,0,0,0,0,0,0.229527228,0,0,0,0,0.017538963,0.018632075,0
Mine Kill Falls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132237798,0.162075595,0,0,0,0,0,0,0,0,0,0.041677786,0,0,0,0,0,0,0,0,0,0,0.031094055,0,0,0,0,0.007799991,0.006132075,2
Mine Kill State Park Trail,0,0,0,0,0,0,0,0,0,0.159177445,0,0,0,0,0,0,0,0.044539872,0,0,0,0,0,0,0,0,0,0,0.05613426,0,0,0,0,0,0,0,0,0,0,0,0,0.323183197,0,0,0.005919767,0.005424528,1
Minisink Battleground Park Trails,0,0,0,0,0,0,0.235690317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001865535,0.002122642,2
Mink Hallow Trail to Twin Mountain,0,0,0,0,0,0,0,0,0,0.324643927,0,0,0,0,0,0,0,0.042436681,0,0,0,0.022228468,0,0,0,0,0,0,0,0,0,0,0,0,0.031663454,0,0,0,0,0,0,0.082625506,0,0,0.059755865,0.02240566,1
Mink Hollow Devil's Path Loop Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52664521,0,0,0,0,0,0,0,0,0,0,0.107322002,0,0,0,0,0,0,0,0,0,0,0.054980515,0,0,0,0.116953246,0.075561497,0.033726415,4
Mirror Lake Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817690328,0.379482246,0,0,0,0,0,0,0,0.04143628,0.270004988,0,0,0,0,0.029545995,0,0,0,0,0.000807909,0.006132075,3
Mohawk-Hudson Bike and Hike Trail,0,0,0.00373186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028823584,0.364791849,0,0,0,0,0,0,0,0,0,0,0.004957254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01213332,0.07004717,2
Mohawk-Hudson Bike-Hike Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13990653,0,0.017124873,1,0,0.006557084,0,0.120591299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015599982,0.086556604,2
Mohonk Loop Trail,0,0,0,0,0,0,0,0.204689074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460940562,0,0,0,0,0,0,0,0,0,0,0.621151013,0,0,0,0,0.034299396,0.047641509,0
Mongaup Pond Loop,0,0,0,0,0,0,0,0,0,0.118667741,0,0,0,0,0,0,0,0,0,0,0,0.037049327,0,0,0,0.011274474,0,0,0,0,0,0,0,0.032565032,0.116322548,0,0,0,0,0,0,0,0,0,0.002688133,0.007311321,2
Mongaup River Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066116196,0,0.438280101,0.166824488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033944482,0,0,0,0,0,0,0,0,0,0,0.001586439,0.004009434,4
Montauk Point Beach Trail,0,0,0,0,0,0,0,0,0.736794547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661016,0.003301887,5
Montezuma National Wildlife Refuge - Wildlife Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.328110373,0,1,0,0,0,0,0,0,0.198747931,0,0.302123103,0,0,0,0,0,0,0,0.00019096,0.017924528,3
Montville and Decker Creek Falls,0,0,0,0,0,0,0,0,0,0.479863412,0,0,0,0,0,0,0,0,0,0,0,0.088194949,0,0,0,0,0,0,0.038553661,0,0,0,0,0,0,0,0,0,0,0,0,0.320794236,0,0,0.002262144,0.001886792,1
Moose Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012854731,0,0,0,0,0,0,0,0.541434242,0,0,0,0,0,0,0,0.042145474,0.402513244,0,0,0,0,0.090157586,0,0,0,0,0.003216946,0.007311321,3
Moreau Lake Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157482993,0,0.081754936,0,0,0,0,0,0.186703309,0.224433407,0,0.051932708,0,0,0,0,0,0,0,0.017098286,0.018867925,3
Moreau Lake Nature Trail and Mud Pond Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060512372,0,0,0,0,0,0,0,0,0,0,0.004359805,0,0,0,0,0,0,0,0,0,0,0.048842433,0.049626616,0,0,0.07226367,0.002071184,0.00495283,2
Moreau Lake and Overlook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289841404,0.168489332,0,0.073980216,0,0,0,0,0,0.126057552,0.174857761,0,0,0,0,0,0,0,0,0,0.007799991,0.009669811,3
Morgan Hill Loop Trail,0,0,0,0,0,0,0,0,0,0.079285625,0,0,0,0,0,0,0,0,0,0,0,0.042360803,0,0,0,0,0,0,0.02866848,0,0,0,0,0,0,0,0,0,0,0,0,0.127774702,0,0,0.031420303,0.028773585,2
Morton National Wildlife Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415974276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998869,0.003301887,2
Moss Lake Trail,0,0,0,0,0,0,0,0,0,0.067850645,0,0,0,0,0,0,0,0,0,0,0,0.197264862,0,0,0.043378804,0.38823857,0,0.065732854,0,0,0,0,0,0.109628951,0.586516051,0,0.15610836,0,0,0,0,0,0,0,0.00274689,0.005896226,3
Moss Lake Trail,0,0,0,0,0,0,0,0,0,0.067850645,0,0,0,0,0,0,0,0,0,0,0,0.197264862,0,0,0.043378804,0.38823857,0,0.065732854,0,0,0,0,0,0.109628951,0.586516051,0,0.15610836,0,0,0,0,0,0,0,0.000470056,0.002358491,3
Mount Adams Trail,0,0,0,0,0,0,0,0,0,0.10671462,0,0,0,0,0,0,0,0,0,0,0,0.06983193,0,0,0,0,0,0,0,0,0,0,0,0.033206983,0.053558022,0,0,0,0,0,0,0,0.01937437,0,0.026925393,0.011556604,2
Mount Arab Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022983383,0,0,0,0,0,0,0,0,0,0,0.080135684,0,0,0,0,0,0,0,0,0,0,0.23856653,0,0,0,0.05066617,0.010840666,0.004481132,0
Mount Beacon Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012156277,0,0.012783938,0,0,0,0,0,0.01947366,0.025014393,0,0,0,0,0.105689043,0,0,0,0,0.026308445,0.013915094,2
Mount Colden via Avalanche Pass Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037654237,0,0.00825293,0,0,0,0,0,0.023348758,0,0,0.009688973,0,0,0,0,0,0,0.013844842,0.044963791,0.030188679,2
Mount Colden via Van Hoevenberg Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018940188,0,0,0,0,0,0,0,0.011133556,0.024656844,0,0,0,0,0.285706676,0,0,0,0.005905704,0.041482439,0.029009434,0
Mount Colvin  Nippletop  and Dial Mountain Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038366924,0,0,0,0,0,0,0,0,0,0,0.189048817,0.236521206,0,0,0,0,0,0,0,0,0,0.378902282,0,0,0,0,0.089927582,0.039622642,0
Mount Colvin and Blake Peak Trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107421964,0,0,0,0,0,0,0,0,0,0,0.219718182,0,0,0,0,0,0,0,0,0,0,0.25417049,0,0,0,0.034828099,0.059271119,0.032311321,0
Mount Emmons and Donaldson Mountain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209853644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019405065,0,0,0,0,0,0,0,0,0.054262506,0,0,0.206910989,0.053733273,0.035377358,2
